,age,occupation,marital,education,housing_loan,personal_loan,contact,month,day,duration,contact_freq,days_passed,contact_bef,prev_outcome,emp_var_rate,cpi_index,cci_index,e3m,employees,subscription,prev_part
335,49,entrepreneur,married,high.school,yes,no,telephone,may,mon,135.0,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
337,36,blue-collar,single,high.school,yes,yes,telephone,may,mon,402.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
341,32,services,single,high.school,yes,no,telephone,may,mon,158.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
342,49,admin.,married,basic.9y,no,no,telephone,may,mon,220.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
344,58,blue-collar,divorced,basic.4y,yes,no,telephone,may,mon,254.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
345,52,technician,married,high.school,yes,no,telephone,may,mon,503.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
346,50,services,divorced,professional.course,no,no,telephone,may,mon,680.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
348,33,entrepreneur,married,university.degree,yes,no,telephone,may,mon,130.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
349,57,blue-collar,married,basic.4y,no,no,telephone,may,mon,164.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
351,55,technician,married,professional.course,no,no,telephone,may,mon,113.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
352,38,management,married,university.degree,no,no,telephone,may,mon,195.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
353,38,services,married,high.school,yes,no,telephone,may,mon,347.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
354,53,admin.,married,university.degree,yes,no,telephone,may,mon,208.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
355,43,unemployed,single,university.degree,no,no,telephone,may,mon,404.0,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
356,36,blue-collar,single,high.school,no,no,telephone,may,mon,396.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
357,32,blue-collar,married,basic.9y,no,no,telephone,may,mon,98.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
358,33,services,married,basic.4y,no,no,telephone,may,mon,229.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
359,58,entrepreneur,married,basic.4y,yes,no,telephone,may,mon,350.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
361,57,management,married,university.degree,yes,no,telephone,may,tue,379.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
362,45,technician,married,high.school,yes,no,telephone,may,tue,168.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
364,46,admin.,married,university.degree,yes,no,telephone,may,tue,158.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
365,36,technician,married,university.degree,no,no,telephone,may,tue,210.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
366,41,self-employed,married,high.school,yes,no,telephone,may,tue,102.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
367,57,admin.,divorced,basic.9y,no,no,telephone,may,tue,306.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
369,56,management,divorced,high.school,no,no,telephone,may,tue,218.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
370,37,blue-collar,married,basic.9y,no,no,telephone,may,tue,77.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
371,37,blue-collar,married,basic.9y,no,yes,telephone,may,tue,54.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
372,46,admin.,single,high.school,yes,no,telephone,may,tue,344.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
373,22,blue-collar,single,basic.9y,yes,no,telephone,may,tue,195.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
374,43,services,married,high.school,no,no,telephone,may,tue,202.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
376,41,technician,married,basic.6y,yes,no,telephone,may,tue,278.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
377,38,admin.,single,university.degree,no,no,telephone,may,tue,189.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
378,33,admin.,married,basic.9y,no,no,telephone,may,tue,83.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
379,49,admin.,married,university.degree,yes,yes,telephone,may,tue,18.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
381,33,admin.,married,basic.9y,yes,no,telephone,may,tue,235.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
382,34,management,single,university.degree,no,no,telephone,may,tue,290.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
386,41,self-employed,married,university.degree,no,no,telephone,may,tue,402.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
389,44,services,married,high.school,yes,no,telephone,may,tue,1030.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,0
392,35,admin.,married,university.degree,no,no,telephone,may,tue,144.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
393,42,admin.,married,high.school,no,no,telephone,may,tue,69.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
394,45,admin.,married,basic.9y,no,no,telephone,may,tue,243.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
395,36,technician,married,professional.course,no,no,telephone,may,tue,769.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
397,29,blue-collar,divorced,basic.4y,no,no,telephone,may,tue,231.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
398,41,self-employed,married,university.degree,yes,yes,telephone,may,tue,442.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
400,52,services,single,high.school,no,no,telephone,may,tue,455.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
405,42,entrepreneur,married,university.degree,yes,no,telephone,may,tue,154.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
406,52,services,divorced,basic.6y,no,no,telephone,may,tue,393.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
407,39,admin.,married,high.school,yes,no,telephone,may,tue,203.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
408,36,services,married,high.school,no,yes,telephone,may,tue,140.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
410,41,admin.,married,high.school,no,no,telephone,may,tue,483.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
411,55,technician,married,basic.4y,no,yes,telephone,may,tue,259.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
412,30,blue-collar,married,basic.9y,no,no,telephone,may,tue,227.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
418,27,services,married,high.school,yes,no,telephone,may,tue,245.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
419,34,technician,single,university.degree,yes,no,telephone,may,tue,186.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
421,43,entrepreneur,married,basic.4y,no,no,telephone,may,tue,623.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
425,49,blue-collar,married,basic.9y,no,no,telephone,may,tue,102.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
426,58,management,married,basic.6y,no,no,telephone,may,tue,342.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
427,43,technician,married,professional.course,yes,no,telephone,may,tue,225.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
430,43,self-employed,divorced,university.degree,no,no,telephone,may,tue,87.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
432,30,self-employed,single,university.degree,yes,no,telephone,may,tue,262.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
433,27,services,single,professional.course,yes,yes,telephone,may,tue,271.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
435,37,technician,married,professional.course,yes,no,telephone,may,tue,198.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
436,46,housemaid,married,basic.9y,yes,no,telephone,may,tue,150.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
437,35,blue-collar,married,professional.course,no,no,telephone,may,tue,241.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
438,47,admin.,divorced,university.degree,no,no,telephone,may,tue,196.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
441,26,housemaid,married,university.degree,no,no,telephone,may,tue,246.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
443,45,management,married,university.degree,yes,no,telephone,may,tue,140.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
444,34,admin.,married,basic.9y,no,no,telephone,may,tue,175.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
446,42,technician,married,professional.course,no,no,telephone,may,tue,1623.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,0
449,38,blue-collar,married,basic.4y,no,yes,telephone,may,tue,144.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
452,60,management,married,university.degree,no,no,telephone,may,tue,451.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
453,48,admin.,married,university.degree,yes,no,telephone,may,tue,159.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
454,47,technician,married,professional.course,yes,no,telephone,may,tue,170.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
455,40,admin.,married,high.school,no,no,telephone,may,tue,243.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
457,48,unemployed,single,basic.4y,yes,no,telephone,may,tue,112.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
458,54,housemaid,married,basic.4y,no,no,telephone,may,tue,262.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
459,40,blue-collar,married,basic.6y,no,yes,telephone,may,tue,53.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
461,42,technician,divorced,high.school,no,no,telephone,may,tue,204.0,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
462,52,self-employed,married,university.degree,yes,no,telephone,may,tue,678.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
463,31,blue-collar,single,basic.9y,yes,no,telephone,may,tue,182.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
464,32,services,married,high.school,no,no,telephone,may,tue,162.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
465,44,admin.,married,high.school,yes,yes,telephone,may,tue,177.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
468,52,admin.,married,basic.4y,yes,no,telephone,may,tue,358.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
469,42,management,married,university.degree,no,no,telephone,may,tue,1677.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,0
471,43,management,married,professional.course,yes,no,telephone,may,tue,310.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
472,31,admin.,divorced,high.school,no,no,telephone,may,tue,47.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
474,57,blue-collar,divorced,basic.4y,no,no,telephone,may,tue,30.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
478,57,retired,married,university.degree,no,no,telephone,may,tue,116.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
481,38,services,married,high.school,yes,no,telephone,may,tue,169.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
482,42,retired,married,basic.4y,no,no,telephone,may,tue,145.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
487,35,technician,married,professional.course,yes,no,telephone,may,tue,278.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
490,34,technician,married,university.degree,yes,no,telephone,may,tue,226.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
492,41,services,married,basic.9y,no,no,telephone,may,tue,157.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
496,38,technician,married,professional.course,yes,no,telephone,may,tue,349.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
498,53,admin.,married,professional.course,yes,no,telephone,may,tue,233.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
502,33,admin.,married,basic.9y,no,no,telephone,may,tue,198.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
505,45,entrepreneur,married,university.degree,no,no,telephone,may,tue,82.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
506,40,technician,single,university.degree,no,no,telephone,may,tue,198.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
508,33,technician,married,university.degree,yes,no,telephone,may,tue,120.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
510,48,blue-collar,married,basic.4y,no,no,telephone,may,tue,128.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
511,43,entrepreneur,married,high.school,no,no,telephone,may,tue,166.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
512,37,management,married,university.degree,yes,no,telephone,may,tue,211.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
513,50,services,married,basic.9y,yes,yes,telephone,may,tue,369.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
514,59,entrepreneur,married,high.school,yes,no,telephone,may,tue,91.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
517,52,blue-collar,married,basic.4y,no,no,telephone,may,tue,371.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
521,38,blue-collar,married,basic.9y,no,no,telephone,may,tue,310.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
522,39,blue-collar,married,basic.6y,yes,no,telephone,may,tue,158.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
523,39,blue-collar,married,basic.6y,no,no,telephone,may,tue,198.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
524,38,admin.,married,high.school,no,no,telephone,may,tue,145.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
526,30,services,single,high.school,no,no,telephone,may,tue,102.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
527,38,admin.,divorced,high.school,yes,yes,telephone,may,tue,179.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
528,39,technician,divorced,university.degree,no,no,telephone,may,tue,73.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
529,44,admin.,married,high.school,no,no,telephone,may,tue,263.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
530,36,admin.,married,high.school,no,no,telephone,may,tue,342.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
532,41,blue-collar,married,basic.6y,no,no,telephone,may,tue,13.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
533,35,blue-collar,married,basic.9y,no,no,telephone,may,tue,79.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
534,41,technician,married,high.school,no,no,telephone,may,tue,358.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
536,35,admin.,single,high.school,yes,yes,telephone,may,tue,150.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
539,33,self-employed,married,university.degree,no,no,telephone,may,tue,792.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
543,32,entrepreneur,single,university.degree,yes,no,telephone,may,tue,242.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
544,30,self-employed,single,high.school,yes,no,telephone,may,tue,123.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
545,43,admin.,married,professional.course,yes,yes,telephone,may,tue,161.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
546,46,admin.,married,university.degree,no,no,telephone,may,tue,268.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
547,35,admin.,divorced,high.school,no,yes,telephone,may,tue,259.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
548,34,admin.,single,university.degree,yes,yes,telephone,may,tue,26.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
550,39,admin.,single,university.degree,no,no,telephone,may,tue,424.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
552,42,entrepreneur,married,basic.6y,no,no,telephone,may,tue,179.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
553,57,retired,married,university.degree,yes,no,telephone,may,tue,383.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
555,40,technician,married,basic.4y,no,yes,telephone,may,tue,195.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
556,42,blue-collar,married,high.school,no,yes,telephone,may,tue,1297.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,0
557,40,technician,married,basic.4y,no,no,telephone,may,tue,217.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
560,41,blue-collar,married,basic.4y,no,no,telephone,may,tue,189.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
562,41,blue-collar,married,basic.4y,yes,yes,telephone,may,tue,260.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
565,35,admin.,married,basic.6y,yes,no,telephone,may,tue,179.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
568,23,admin.,single,university.degree,no,no,telephone,may,tue,266.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
574,45,housemaid,married,high.school,no,no,telephone,may,tue,352.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
575,42,admin.,married,high.school,no,no,telephone,may,tue,695.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
576,41,admin.,divorced,high.school,no,no,telephone,may,tue,76.0,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
578,46,management,married,university.degree,no,no,telephone,may,tue,310.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
581,30,blue-collar,married,basic.4y,no,no,telephone,may,tue,112.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
583,24,technician,single,professional.course,no,yes,telephone,may,tue,140.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
585,34,admin.,single,university.degree,no,yes,telephone,may,tue,262.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
587,59,blue-collar,married,basic.4y,yes,no,telephone,may,tue,424.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
590,32,technician,married,professional.course,no,no,telephone,may,tue,1906.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
591,33,technician,married,professional.course,yes,no,telephone,may,tue,219.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
592,32,admin.,married,university.degree,no,no,telephone,may,tue,135.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
594,46,management,married,university.degree,no,no,telephone,may,tue,407.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
595,57,technician,married,professional.course,yes,no,telephone,may,tue,402.0,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
596,42,technician,married,basic.9y,no,no,telephone,may,tue,209.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
597,48,admin.,married,professional.course,yes,no,telephone,may,tue,92.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
599,34,services,married,high.school,no,no,telephone,may,tue,193.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
600,32,admin.,single,university.degree,yes,yes,telephone,may,tue,65.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
601,48,blue-collar,married,basic.9y,no,no,telephone,may,tue,284.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
602,47,blue-collar,married,basic.9y,no,no,telephone,may,tue,285.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
604,32,admin.,single,university.degree,yes,no,telephone,may,tue,278.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
605,32,admin.,single,university.degree,no,no,telephone,may,tue,389.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
606,36,services,married,high.school,no,no,telephone,may,tue,158.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
609,50,services,married,high.school,no,no,telephone,may,tue,87.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
610,46,blue-collar,married,basic.6y,yes,no,telephone,may,tue,147.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
611,41,admin.,married,high.school,no,no,telephone,may,tue,635.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
612,43,blue-collar,single,basic.4y,no,no,telephone,may,tue,289.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
613,51,management,married,university.degree,yes,no,telephone,may,tue,170.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
614,38,admin.,married,university.degree,yes,no,telephone,may,tue,802.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
615,41,technician,married,basic.6y,yes,no,telephone,may,tue,381.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
617,52,blue-collar,married,basic.4y,no,no,telephone,may,tue,57.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
618,37,technician,married,professional.course,yes,no,telephone,may,tue,304.0,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
619,41,admin.,married,basic.9y,yes,no,telephone,may,tue,241.0,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
620,46,admin.,divorced,university.degree,yes,yes,telephone,may,tue,230.0,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0
